frequency,callsign,state,city,erp,lat,lon,hagl,class,slogan,owner,country,new_format,mlb,nfl,nba,nhl,market,population
105.7,WHBE-FM,KY,EMINENCE,3.0,38.352555555555554,-85.18577777777779,94.0,A,"ESPN RADIO 680 LOUISVILLE, 105.7 FRANKFORT","UB LOUISVILLE, LLC",USA,Sports,Reds,Colts,,,,
107.7,WHFX,GA,DARIEN,50.0,31.16963888888889,-81.53752777777778,145.0,C2,THE FOX,iHeartMedia,USA,Rock,,Jaguars,,,Brunswick,"91,100"
95.7,WHOG-FM,FL,ORMOND-BY-THE-SEA,48.0,29.23663888888889,-81.07255555555555,94.0,C2,THE HOG 95.7,"SOUTHERN STONE COMMUNICATIONS OF FLORIDA, LLC",USA,Classic Rock,,Jaguars,,,Daytona Beach,"609,200"
101.1,WHSM-FM,WI,HAYWARD,1.5,45.98522222222223,-91.53988888888888,139.0,A,MUSKY 101,"Civic Media, Inc.",USA,Country,,Vikings,,,,
102.3,WHTL-FM,WI,WHITEHALL,1.55,44.41247222222222,-91.28155555555556,75.0,A,GREATEST HITS 102.3,"THE WHTL GROUP, L.L.C.",USA,Classic Hits,,Packers,,,,
101.5,WIBA-FM,WI,SAUK CITY,12.0,43.05583333333333,-89.5351111111111,266.0,B,,iHeartMedia,USA,Classic Rock,,Packers,,,Madison,"619,500"
98.1,WIBN,IN,EARL PARK,25.0,40.57280555555556,-87.45336111111111,88.0,B1,98 GOLD,BROTHERS BROADCASTING CORPORATION,USA,Classic Hits,White Sox,Colts,,,,
92.1,WIDL,MI,CASS CITY,25.0,43.61522222222222,-83.07847222222222,71.9,C3,I-92,Edwards Communications LC,USA,Classic Rock,,Lions,,,,
100.9,WIFM-FM,NC,ELKIN,0.47,36.19736111111111,-80.83675,70.1,A,100.9 THE PLACE TO BE,YADKIN VALLEY BROADCASTING CORPORATION,USA,Adult Contemporary,,Panthers,,,Greensboro-Winston Salem-High Point,"1,316,800"
105.5,WIFO-FM,GA,JESUP,25.0,31.60188888888889,-81.93316666666666,84.0,C3,BIG DOG COUNTRY / FM 105.5,JESUP BROADCASTING CORP.,USA,Country,Braves,Falcons,,,,
102.1,WIFT,PA,DU BOIS,28.0,41.04533333333333,-78.70280555555556,94.0,B,BIGFOOT COUNTRY,"SOUTHERN BELLE, LLC",USA,Country,,Steelers,,,,
99.9,WIII,NY,CORTLAND,26.0,42.55647222222222,-76.15491666666668,78.0,B,I-100,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",USA,Classic Rock,,Bills,,,,
103.1,WIKQ,TN,TUSCULUM,6.8,36.12788888888889,-82.63236111111111,87.0,C3,BIG DAWG,"RADIO GREENEVILLE, INC.",USA,Country,,Titans,,,,
103.9,WIMC,IN,CRAWFORDSVILLE,1.35,40.13502777777778,-86.9038888888889,148.0,A,THUNDER 103.9,"C.V.L. BROADCASTING, INC.",USA,Classic Hits,,Colts,,,,
99.7,WIMI,MI,IRONWOOD,100.0,46.42161111111111,-90.24961111111112,84.0,C1,THE STORM 99.7 & 102.3,"J & J BROADCASTING, INC.",USA,Classic Rock,,Packers,,,,
93.1,WIMK,MI,IRON MOUNTAIN,100.0,45.82077777777778,-88.04180555555556,49.0,C1,93.1 KROCK,"AMC PARTNERS ESCANABA, LLC",USA,Rock,,Lions,,,,
98.7,WINQ-FM,NH,WINCHESTER,2.15,42.91591666666667,-72.33091666666667,30.0,A,98.7 WINK FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",USA,Country,,Patriots,,,,
94.1,WIP-FM,PA,PHILADELPHIA,9.6,40.041666666666664,-75.23613888888889,314.0,B,SPORTS RADIO 94WIP,"Audacy License, LLC",USA,Sports,Phillies,Eagles,,,Philadelphia,"4,756,000"
107.1,WIRX,MI,ST. JOSEPH,1.2,42.07197222222223,-86.37055555555555,137.0,A,ROCK 107 WIRX,"WSJM, INC.",USA,Rock,,Lions,,,,
101.7,WIVR,IN,KENTLAND,3.2,40.864472222222226,-87.58725,131.0,A,,"MILNER MEDIA PARTNERS, LLC",USA,Country,,Bears,,,,
101.1,WIXX,WI,GREEN BAY,100.0,44.40961111111111,-88.00186111111111,283.0,C,101.1 WIXX,"MIDWEST COMMUNICATIONS, INC.",USA,Contemporary Hit Radio,,Packers,,,Green Bay,"228,400"
97.9,WIYY,MD,BALTIMORE,13.0,39.334722222222226,-76.65055555555556,282.0,B,98 ROCK BALTIMORE,HEARST STATIONS INC.,USA,Rock,Orioles,Ravens,,,Baltimore,"2,460,300"
100.9,WJAW-FM,OH,MCCONNELSVILLE,1.9,39.55536111111111,-81.85069444444444,122.0,A,JAWS CLASSIC COUNTRY 100.9,"JAWCO, INC.",USA,Country,Guardians,Browns,,,,
98.3,WJDR,MS,PRENTISS,6.0,31.49377777777778,-89.89255555555556,75.0,A,TALK OF SOUTHERN MISSISSIPPI,SUN BELT BROADCASTING CORPORATION,USA,Talk,,Saints,,,,
105.1,WJDX-FM,MS,KOSCIUSKO,100.0,32.69038888888888,-89.86838888888889,301.0,C1,REAL 105.1,iHeartMedia,USA,Hip Hop,,Saints,,,"Jackson, MS",
101.9,WJFL,GA,TENNILLE,6.0,32.91375,-82.88486111111112,61.0,A,MAGIC 101.9,"MIDDLE GEORGIA BROADCASTING, INC.",USA,Adult Contemporary,,Falcons,,,,
100.5,WJFN-FM,VA,GOOCHLAND,2.6,37.79375,-77.93222222222222,150.0,A,,"MAGA Radio Network, LLC",USA,Talk,,Steelers,,,Richmond,"1,098,200"
94.3,WJJM-FM,TN,LEWISBURG,6.0,35.45088888888889,-86.78247222222222,51.0,A,POWER 94,"WJJM, INC.",USA,Country,,Titans,,,,
96.1,WJMC-FM,WI,RICE LAKE,50.0,45.6205,-91.74572222222224,143.0,C2,BEST COUNTRY STATION WJMC 96.1,"AMC Partners Rice Lake, LLC",USA,Country,,Packers,,,,
92.3,WJMQ,WI,CLINTONVILLE,6.0,44.56691666666667,-88.74261111111112,98.0,A,FROG COUNTRY 92.3,RESULTS BROADCASTING INC.,USA,Country,,Packers,,,,
101.5,WJNR-FM,MI,IRON MOUNTAIN,52.0,45.82077777777778,-88.04347222222222,53.0,C1,FROG COUNTRY 101.5,"RESULTS BROADCASTING OF IRON MOUNTAIN, INC.",USA,Country,,Packers,,,,
105.9,WJOT-FM,IN,WABASH,6.0,40.831694444444445,-85.80997222222221,88.0,A,105.9 THE BASH,"DREAM WEAVER MARKETING, LLC",USA,Classic Hits,,Colts,,,,
94.5,WJOX-FM,AL,BIRMINGHAM,100.0,33.462611111111116,-86.84972222222221,204.0,C0,JOX 94.5,Cumulus Media,USA,Sports,Braves,Titans,,,Birmingham,"951,000"
92.3,WJPD,MI,ISHPEMING,100.0,46.51411111111111,-87.48291666666667,102.0,C1,FRESH COUNTRY 92.3,"AMC PARTNERS ESCANABA, LLC",USA,Country,,Lions,,,,
99.9,WJVL,WI,JANESVILLE,11.0,42.72972222222222,-89.16955555555556,157.0,B1,ALL THE BEST COUNTRY,,USA,Country,,Packers,,,,
92.5,WJXL-FM,FL,JACKSONVILLE BEACH,1.7,30.27636111111111,-81.56397222222222,188.0,A,1010XL- JAX SPORTS RADIO,"SEVEN BRIDGES RADIO, LLC",USA,Sports,,Jaguars,,,Jacksonville,"1,376,900"
106.1,WJZS,FL,LIVE OAK,2.6,30.218833333333333,-82.99041666666666,146.0,A,NEWS TALK,"SOUTHERN COMMUNICATIONS, LLC",USA,Talk,,Jaguars,,,,
93.7,WKAD,MI,HARRIETTA,4.3,44.278055555555554,-85.59116666666667,99.0,A,THE TICKET,"MacDonald Garber Broadcasting, Inc.",USA,Sports,Tigers,Lions,,,Traverse City-Petoskey-Cadillac,"238,300"
106.3,WKBX,GA,KINGSLAND,6.0,30.801333333333336,-81.67841666666668,95.0,A,K-BAY 106,"RADIO KINGS BAY, INC.",USA,Country,,Jaguars,,,,
106.5,WKDZ-FM,KY,CADIZ,13.4,36.80811111111111,-87.63583333333334,144.1,C3,WKDZ FM 106.5,"HAM BROADCASTING COMPANY, INC.",USA,Country,,Titans,,,,
99.3,WKEB,WI,MEDFORD,23.0,45.16411111111111,-90.34125,85.0,C3,THE DOG,"WIGM, INCORPORATED",USA,Adult Hits,,Packers,,,,
88.9,WKEU-FM,GA,THE ROCK,5.0,32.98652777777778,-84.36547222222222,82.0,C2,THE ROCK 88.9,"GEORGIA PUBLIC RADIO, INC.",USA,Classic Hits,,Falcons,,,,
101.3,WKFT,PA,STRATTANVILLE,4.3,41.329888888888895,-79.25747222222222,98.4,A,BIGFOOT LEGENDS,"SOUTHERN BELLE, LLC",USA,Country,,Steelers,,,,
99.1,WKFX,WI,RICE LAKE,44.0,45.37302777777778,-91.92294444444444,139.0,C2,THE FOX 99.1,"AMC Partners Rice Lake, LLC",USA,Classic Hits,,Vikings,,,,
96.7,WKGL-FM,IL,LOVES PARK,2.2,42.36336111111111,-89.13511111111112,136.0,A,96.7 THE EAGLE,"Townsquare License, LLC",USA,Classic Rock,,Bears,,,Rockford,"287,400"
94.5,WKHI,MD,NEWARK,4.7,38.36152777777778,-75.25252777777777,110.0,A,94.9 KHI,"THE VOICE RADIO, LLC",USA,Classic Hits,,Commanders,,,Salisbury-Ocean City,"383,200"
93.5,WKHY,IN,LAFAYETTE,6.0,40.38669444444445,-86.97055555555556,89.0,A,SOLID ROCK KHY 93.5,"Saga Communications of Indiana, LLC",USA,Rock,,Colts,,,,
98.9,WKIM,TN,MUNFORD,100.0,35.15452777777778,-89.82230555555554,175.3,C1,THE ROAR OF MEMPHIS,Cumulus Media,USA,News,,Titans,,,Memphis,"1,139,100"
94.3,WKKI,OH,CELINA,5.2,40.57255555555556,-84.58938888888889,104.0,A,K-94,THE SONSHINE COMMUNICATIONS CORPORATION,USA,Rock,Reds,Browns,,,Lima-Van Wert,"239,700"
104.7,WKKY,OH,GENEVA,6.0,41.791694444444445,-81.09174999999999,108.0,A,COUNTRY 104.7,MUSIC EXPRESS BROADCASTING CORP. OF NORTHEAST OHIO,USA,Country,,Browns,,,Cleveland,"1,780,800"
94.9,WKLL,NY,FRANKFORT,34.0,43.1445,-75.1751388888889,53.0,B,K-ROCK,GALAXY UTICA LICENSEE LLC,USA,Rock,,Bills,,,Utica-Rome,"259,600"
101.7,WKOM,TN,COLUMBIA,4.1,35.618138888888886,-87.0425,101.0,A,CLASSIC HITS 101.7,"MIDDLE TENNESSEE BROADCASTING CO., INC.",USA,Classic Hits,,Titans,,,,
93.3,WKQZ,MI,MIDLAND,39.0,43.846138888888895,-84.09222222222222,169.0,C2,"Z 93, THE ROCK STATION",Cumulus Media,USA,Rock,,Lions,,,Saginaw-Bay City-Midland,"327,200"
106.5,WKRH,NY,FAIR HAVEN,6.0,43.40838888888889,-76.55633333333333,68.0,A,K-ROCK,GALAXY SYRACUSE LICENSEE LLC,USA,Rock,,Bills,,,Syracuse,"584,000"
92.3,WKRK-FM,OH,CLEVELAND HEIGHTS,40.0,41.442277777777775,-81.49094444444445,119.0,B,92.3 THE FAN,"Audacy License, LLC",USA,Sports,,Browns,,,Cleveland,"1,780,800"
100.9,WKRL-FM,NY,NORTH SYRACUSE,6.0,43.15172222222222,-76.13241666666666,63.0,A,K-ROCK,GALAXY SYRACUSE LICENSEE LLC (NEW),USA,Rock,,Bills,,,Syracuse,"584,000"
93.1,WKRO-FM,FL,PORT ORANGE,24.5,29.154416666666663,-80.99558333333333,53.0,C3,COAST COUNTRY 93.1,"SOUTHERN STONE COMMUNICATIONS OF FLORIDA, LLC",USA,Country,,Buccaneers,,,Daytona Beach,"609,200"
92.3,WKRR,NC,ASHEBORO,100.0,35.833194444444445,-79.83363888888888,396.0,C0,ROCK 92,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE",USA,Classic Rock,,Panthers,,,Greensboro-Winston Salem-High Point,"1,316,800"
95.3,WKTN,OH,KENTON,3.5,40.644777777777776,-83.56630555555556,81.0,A,95.3 WKTN,Home Town Media Ltd,USA,Hot AC,,Bengals,,,Lima-Van Wert,"239,700"
106.9,WKXD-FM,TN,MONTEREY,23.0,36.12244444444445,-85.24677777777778,124.3,C2,106.9 KICKS COUNTRY,"Stonecom Cookeville, LLC",USA,Country,,Titans,,,,
95.9,WKZP,MD,WEST OCEAN CITY,10.5,38.422333333333334,-75.13936111111111,145.0,B1,95.9 KISS FM,iHeartMedia,USA,Contemporary Hit Radio,,Ravens,,,Salisbury-Ocean City,"383,200"
93.9,WLCL,IN,SELLERSBURG,2.65,38.25611111111111,-85.75805555555556,157.9,A,93.9 THE VILLE,"UB LOUISVILLE, LLC",USA,Sports,,Ravens,,,Louisville,"1,063,200"
97.1,WLHK,IN,SHELBYVILLE,23.0,39.66838888888888,-86.02886111111111,205.0,B,HANK FM,"Radio One of Indiana, LLC",USA,Country,,Colts,,,Indianapolis,"1,634,200"
107.1,WLIR-FM,NY,HAMPTON BAYS,4.1,40.88538888888889,-72.69222222222223,80.0,A,NEWS TALK RADIO 77 WABC,"RED APPLE MEDIA, INC.",USA,News,,Jets,,,Nassau-Suffolk,"2,564,000"
98.3,WLNH-FM,NH,LACONIA,0.7,43.51702777777778,-71.36869444444444,59.1,C3,,"WBIN MEDIA CO., INC.",USA,Classic Hits,,Patriots,,,Concord,"252,500"
97.7,WLQI,IN,RENSSELAER,2.95,40.970305555555555,-87.16058333333334,90.2,A,THE Q 97.7,BROTHERS BROADCASTING CORPORATION,USA,Classic Rock,,Bears,,,,
92.7,WLSR,IL,GALESBURG,4.2,40.94280555555555,-90.34430555555556,107.0,A,THE LASER,GALESBURG BROADCASTING COMPANY,USA,Rock,,Bears,,,,
95.1,WLST,WI,MARINETTE,100.0,45.06330555555555,-87.65730555555557,132.0,C1,CAT COUNTRY,"RADIO PLUS BAY CITIES, LLC",USA,Country,,Packers,,,,
96.5,WLWF,IL,MARSEILLES,2.5,41.30919444444445,-88.81258333333334,96.0,A,96.5 THE WOLF,"STARVED ROCK MEDIA, INC.",USA,Country,,Bears,,,,
102.3,WMFX,SC,ST. ANDREWS,6.0,34.09875,-81.07980555555555,93.0,A,FOX 102.3,Alpha Media Licensee LLC,USA,Rock,,Panthers,,,"Columbia, SC","617,300"
98.1,WMGP,GA,HOGANSVILLE,25.0,33.06511111111111,-84.95633333333333,113.0,C3,MAGIC 98.1,iHeartMedia,USA,Classic Hits,,Falcons,,,,
100.9,WMJK,OH,CLYDE,3.0,41.24919444444445,-82.91294444444445,87.0,A,100.9 COAST COUNTRY,"BAS BROADCASTING, INC.",USA,Country,,Browns,,,,
94.9,WMMQ,MI,EAST LANSING,50.0,42.64586111111111,-84.56052777777778,152.0,B,CLASSIC ROCK 94.9,"Townsquare License, LLC",USA,Classic Rock,,Lions,,,Lansing-East Lansing,"423,000"
107.1,WMXI,MS,ELLISVILLE,3.5,31.526694444444445,-89.13616666666667,158.0,C3,NEWS TALK 107.1,EAGLE BROADCASTING LLC,USA,Talk,,Saints,,,Laurel-Hattiesburg,"174,200"
93.5,WMXQ,IN,HARTFORD CITY,3.4,40.421166666666664,-85.42775,131.0,A,MAX-IMUM CLASSIC ROCK,WOOF BOOM RADIO MUNCIE LICENSE LLC,USA,Classic Rock,,Colts,,,Muncie-Marion,"166,200"
98.5,WMYK,IN,PERU,6.0,40.629472222222226,-86.04166666666667,92.0,A,ROCK 98.5,"HOOSIER AM/FM, LLC",USA,Rock,,Colts,,,,
104.3,WNAE,PA,CLARENDON,4.7,41.813944444444445,-79.16752777777778,44.0,A,KINZUA COUNTRY 104,LILLY BROADCASTING OF PENNSYLVANIA LLC,USA,Country,Pirates,Steelers,,Penguins,,
93.9,WNBY-FM,MI,NEWBERRY,50.0,46.44947222222222,-85.10119444444445,94.0,C2,OLDIES 93,"SOVEREIGN COMMUNICATIONS, LLC",USA,Classic Hits,,Lions,,,,
98.5,WNCX,OH,CLEVELAND,16.0,41.341166666666666,-81.73986111111111,227.0,B,CLEVELAND'S CLASSIC ROCK,"Audacy License, LLC",USA,Classic Rock,,Browns,,,Cleveland,"1,780,800"
99.1,WNNH,NH,HENNIKER,2.8,43.21366666666667,-71.68811111111111,44.0,A,99.1 THE BONE,"WBIN MEDIA CO., INC.",USA,Rock,,Patriots,,,Concord,"252,500"
105.5,WNSP,AL,BAY MINETTE,5.3,30.82627777777778,-87.86441666666666,72.0,A,SPORTS RADIO 105.5,"DOT COM PLUS, LLC",USA,Sports,,Saints,,,Mobile,"566,400"
93.7,WNTB,NC,TOPSAIL BEACH,6.0,34.30127777777778,-77.80163888888889,90.1,A,THE DUDE,"DAVIS MEDIA, LLC",USA,Country,,Panthers,,,,
107.3,WNXR,WI,IRON RIVER,21.0,46.54688888888889,-91.41408333333334,102.0,C3,,"HEARTLAND COMM. LICENSE, LLC",USA,Classic Hits,Brewers,Packers,,,,
98.7,WOKI,TN,OLIVER SPRINGS,8.0,36.113416666666666,-84.06213888888888,102.0,C3,NEWS TALK 98.7,Cumulus Media,USA,Talk,,Titans,,,Knoxville,"762,200"
97.5,WONE-FM,OH,AKRON,12.0,41.06477777777778,-81.58288888888889,256.0,B,97.5 WONE,"RUBBER CITY RADIO GROUP, INC.",USA,Classic Rock,,Browns,,,Akron,"615,300"
96.7,WORX-FM,IN,MADISON,1.05,38.74227777777778,-85.36188888888888,118.0,A,WORX 96.7 FM,"DUBOIS COUNTY BROADCASTING, INC.",USA,Hot AC,,Colts,Pacers,,,
94.1,WOTT,NY,CALCIUM,21.5,43.966722222222224,-75.80269444444444,46.0,C3,94 ROCK,"COMMUNITY BROADCASTERS, LLC",USA,Rock,,Bills,,Sabres,Watertown,"91,800"
101.9,WOZI,ME,PRESQUE ISLE,7.9,46.547555555555554,-67.80919444444444,110.0,C2,101.9 THE ROCK,"Townsquare Media Presque Isle License, LLC",USA,Classic Rock,Red Sox,Patriots,,,,
92.1,WPEH-FM,GA,LOUISVILLE,6.0,33.01347222222222,-82.39236111111111,84.0,A,THE PEACH,"Peach Broadcasting Co., Inc.",USA,Country,Braves,Falcons,,,,
98.7,WPHD,NY,CORNING,1.2,42.14202777777778,-77.07747222222221,114.0,A,COOL RADIO,"Southern Belle, LLC",USA,Classic Hits,,NYGiants,,,Elmira-Corning,"158,800"
95.7,WPIG,NY,OLEAN,43.0,42.03561111111111,-78.44611111111111,74.0,B,SIZZLIN' COUNTRY 95.7 THE BIG PIG,"SOUTHERN BELLE, LLC",USA,Country,,Bills,,,Olean,"159,200"
105.3,WPTQ,KY,GLASGOW,15.0,36.98061111111112,-86.10275,95.0,C3,105.3 THE GOAT,Southern Belle Bowling Green LLC,USA,Classic Rock,,Titans,,,Bowling Green,"259,800"
102.7,WPUB-FM,SC,CAMDEN,6.0,34.22541666666667,-80.67866666666667,98.0,A,KOOL 102.7,KERSHAW RADIO CORPORATION,USA,Oldies,Braves,Panthers,,,,
95.3,WPVQ-FM,MA,GREENFIELD,0.61,42.69813888888888,-72.60508333333333,79.0,A,BEAR COUNTRY 95.3,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",USA,Country,,Patriots,,,,
106.5,WPYX,NY,ALBANY,15.5,42.635888888888886,-74.00094444444444,42.0,B,PYX 106,iHeartMedia,USA,Classic Rock,,NYGiants,,,Albany-Schenectady-Troy,"849,600"
105.7,WQAK,TN,UNION CITY,6.0,36.51866666666667,-89.09477777777778,100.0,A,THE QUAKE 105.7,THUNDERBOLT BROADCASTING COMPANY,USA,Rock,,Titans,,,,
105.7,WQBK-FM,NY,MALTA,7.1,42.785916666666665,-73.62816666666666,45.7,B1,Q 105.7,"TOWNSQUARE MEDIA OF ALBANY, INC.",USA,Classic Rock,,Jets,,,Albany-Schenectady-Troy,"849,600"
94.3,WQCM,PA,GREENCASTLE,3.5,39.79147222222222,-77.67469444444446,86.0,A,CLASSIC ROCK 94.3 WQCM,Alpha Media Licensee LLC,USA,Classic Rock,,Steelers,,,Hagerstown-Chambersburg-Waynesboro,"270,100"
103.1,WQFX-FM,PA,RUSSELL,2.5,41.96338888888889,-79.16141666666667,54.0,A,ROCK 103,"MEDIA ONE HOLDINGS, LLC",USA,Classic Rock,,Browns,,Sabres,,
102.3,WQHZ,PA,ERIE,1.7,42.04033333333333,-80.06863888888888,134.0,A,Z-102.3,Cumulus Media,USA,Classic Rock,,Bills,,,Erie,"234,200"
92.1,WQKQ,IL,DALLAS CITY,25.0,40.59366666666667,-91.1134722222222,99.0,B1,KQ-92,PRITCHARD BROADCASTING CORPORATION,USA,Classic Rock,,Bears,,,,
96.1,WQLK,IN,RICHMOND,50.0,39.891305555555554,-84.93594444444444,142.0,B,KICKS 96,BREWER BROADCASTING CORPORATION,USA,Country,,Colts,,,,
107.3,WQLT-FM,AL,FLORENCE,93.0,34.67341666666666,-87.71558333333334,231.0,C1,Q 107 WQLT-FM,BIG RIVER BROADCASTING CORPORATION,USA,Adult Contemporary,,Titans,,,Florence-Muscle Shoals,"133,000"
95.1,WQNZ,MS,NATCHEZ,100.0,31.509444444444444,-91.40527777777778,224.0,C1,THE SOUTH'S COUNTRY GIANT 95 COUNTRY,FIRST NATCHEZ RADIO GROUP INC,USA,Country,,Saints,,,,
100.3,WQON,MI,GRAYLING,60.0,44.570861111111114,-84.69252777777778,55.0,C1,Q 100,"BLARNEY STONE BROADCASTING, INC.",USA,Classic Rock,,Lions,,,,
94.3,WQPC,WI,PRAIRIE DU CHIEN,36.0,43.05969444444444,-91.10066666666664,84.0,C2,GREAT COUNTRY,ROBINSON MEDIA CORPORATION,USA,Country,Brewers,Packers,,,,
92.7,WQTK,NY,OGDENSBURG,3.0,44.70588888888889,-75.46494444444444,104.0,A,TALK 92.7,"COMMUNITY BROADCASTERS, LLC",USA,Talk,,Bills,,Sabres,,
106.9,WRBE-FM,MS,LUCEDALE,6.0,30.932944444444445,-88.60583333333332,55.0,A,,Buzzard Roost Broadcasting Company LLC,USA,Country,,Saints,,,,
100.9,WRCO-FM,WI,RICHLAND CENTER,8.4,43.31538888888888,-90.42641666666668,97.2,C3,COUNTRY & COMMUNITY 100.9,"Civic Media, Inc.",USA,Country,,Packers,,,,
103.5,WRCQ,NC,DUNN,48.0,35.052638888888886,-78.64805555555556,147.0,C2,ROCK 103.5,Cumulus Media,USA,Rock,,Panthers,,,,
94.3,WREB,IN,GREENCASTLE,3.0,39.660583333333335,-86.89277777777778,47.0,A,HITS AND FAVORITES,"3 Towers Broadcasting Company, LLC",USA,Adult Contemporary,,Colts,,,,
99.7,WRFX,NC,KANNAPOLIS,84.0,35.28736111111111,-80.69561111111112,304.0,C1,99.7 THE FOX,iHeartMedia,USA,Classic Rock,,Panthers,,,Charlotte-Gastonia-Rock Hill,"2,434,200"
107.1,WRHM,SC,LANCASTER,2.4,34.85958333333333,-80.79952777777778,149.4,A,INTERSTATE 107,"OUR THREE SONS BROADCASTING, LLP",USA,Country,,Panthers,,,Charlotte-Gastonia-Rock Hill,"2,434,200"
95.9,WRJB,TN,CAMDEN,6.0,36.05727777777778,-88.10391666666666,85.0,A,B95,"Liberty Radio of Camden, LLC",USA,Classic Rock,,Titans,,,,
99.1,WRKW,PA,EBENSBURG,50.0,40.41144444444444,-78.77444444444444,51.0,B,ROCKY 99,"Southern Belle Media Family, LLC",USA,Rock,,Steelers,,,,
104.9,WRKY-FM,PA,HOLLIDAYSBURG,0.73,40.567,-78.44194444444445,27.0,A,ROCKY 104-9,"Southern Belle Media Family, LLC",USA,Hot AC,,Steelers,,,,
94.3,WRLF,WV,FAIRMONT,3.6,39.47202777777778,-80.14036111111112,61.0,A,THE TORCH,Disruptor Radio LLC,USA,Talk,,Steelers,,,Morgantown-Clarksburg-Fairmont,"246,900"
105.3,WRLO-FM,WI,ANTIGO,100.0,45.36775,-89.13900000000001,134.0,C1,ROCK 105.3,"NRG LICENSE SUB, LLC",USA,Classic Rock,,Packers,,,,
92.3,WRLS-FM,WI,HAYWARD,6.0,46.0205,-91.51155555555556,55.0,A,VACATIONLAND'S BEST MIX OF MUSIC,"VACATIONLAND BROADCASTING, INC.",USA,Adult Contemporary,,Packers,,,,
97.3,WRNW,WI,MILWAUKEE,15.5,43.11138888888889,-87.92730555555556,302.0,B,B97.3,iHeartMedia,USA,Adult Contemporary,,Packers,,,Milwaukee-Racine,"1,528,900"
92.1,WROI,IN,ROCHESTER,6.0,41.05394444444444,-86.27,62.0,A,GIANT FM,"3 TOWERS BROADCASTING COMPANY, LLC",USA,Hot AC,,Colts,,,,
101.1,WROQ,SC,ANDERSON,100.0,34.64761111111111,-82.2701111111111,270.0,C1,CLASSIC ROCK 101.1,"Audacy License, LLC",USA,Classic Rock,,Panthers,,,Greenville-Spartanburg,"1,018,300"
106.1,WRQE,MD,CUMBERLAND,5.4,39.581138888888894,-78.89944444444446,51.0,B,ROCKY 106,Forever Media,USA,Classic Rock,,Steelers,,,,
103.9,WRSR,MI,OWOSSO,2.85,42.99586111111111,-83.99275,149.0,A,103.9 THE FOX,KROL COMMUNICATIONS INC.,USA,Classic Rock,,Lions,,,,
107.9,WRWN,SC,PORT ROYAL,24.0,32.22686111111111,-80.84788888888889,216.0,C2,REWIND 107.9,"Dick Broadcasting Company, Inc. of Tennessee",USA,Classic Hits,,Jaguars,,,,
96.1,WRXK-FM,FL,BONITA SPRINGS,100.0,26.42313888888889,-81.63008333333333,335.0,C,96 K-ROCK,Sun Broadcasting Corporation,USA,Rock,,Dolphins,,,Ft. Myers-Naples,"1,063,600"
102.1,WRXL,VA,RICHMOND,20.0,37.614583333333336,-77.51525,223.0,B,ALT 102.1,"Audacy License, LLC",USA,Rock,,Commanders,,,Richmond,"1,098,200"
107.3,WRZQ-FM,IN,GREENSBURG,10.5,39.226444444444446,-85.74636111111111,145.0,B1,Q MIX 107.3,REISING RADIO PARTNERS INC,USA,Adult Contemporary,,Colts,,,,
94.5,WRZR,IN,LOOGOOTEE,1.8,38.61922222222222,-86.97416666666666,108.0,A,94.5 THE RAZOR,"Shake Broadcasting, LLC",USA,Classic Rock,,Colts,,,,
102.1,WSAK,NH,HAMPTON,3.0,42.89758333333333,-70.8833888888889,89.0,A,THE SHARK,"Townsquare License, LLC",USA,Classic Hits,,Patriots,,,Portsmouth-Dover-Rochester,"452,600"
99.9,WSAU-FM,WI,RUDOLPH,13.0,44.33855555555556,-89.64872222222223,137.0,C3,550 NEWS-TALK-SPORTS,"WRIG, INC",USA,News,Brewers,Packers,,,Wausau-Stevens Point,"243,500"
100.3,WSEA,SC,ATLANTIC BEACH,12.0,33.78461111111111,-78.87863888888889,137.0,C3,100.3 THE GAME,Cumulus Media,USA,Sports,,Panthers,,,Myrtle Beach,"388,000"
105.3,WSHK,ME,KITTERY,2.2,43.174527777777776,-70.78002777777778,32.0,A,THE SHARK,"Townsquare License, LLC",USA,Classic Hits,,Patriots,,,"Portland, ME","612,700"
97.9,WSLM-FM,IN,SALEM,3.0,38.635333333333335,-86.17691666666667,64.0,A,,REBECCA L. WHITE,USA,News,White Sox,Colts,Pacers,,,
101.1,WTGA-FM,GA,THOMASTON,1.25,32.98708333333333,-84.36519444444444,70.0,A,FUN 101,"RADIO GEORGIA, INC.",USA,Classic Hits,Braves,Falcons,,,,
97.7,WTGV-FM,MI,SANDUSKY,3.0,43.39244444444444,-82.83483333333332,99.0,A,GREATEST HITS OF THE 60`S 70`S & 80`S,SANILAC BROADCASTING COMPANY,USA,Classic Hits,Tigers,Lions,,,,
103.7,WTIB,NC,WILLIAMSTON,100.0,35.8985,-76.98577777777778,299.0,C1,TALK 103.7,"INNER BANKS MEDIA, LLC",USA,Talk,,Panthers,,,,
107.1,WTKF,NC,ATLANTIC,46.0,34.88377777777778,-76.50583333333333,190.2,C1,THE TALK STATION,"ATLANTIC RIDGE TELECASTERS, INC.",USA,Talk,,Panthers,,,Greenville-New Bern-Jacksonville,"601,000"
