frequency,callsign,state,city,erp,lat,lon,hagl,class,slogan,owner,country,new_format,mlb,nfl,nba,nhl,market,population
92.5,W223BH,ME,PORTLAND,0.175,43.654777777777774,-70.26363888888889,49.0,D,BIG JAB,"Atlantic Coast Radio, LLC",USA,Sports,,,Celtics,,"Portland, ME","612,700"
92.5,W223CZ,IN,MUNCIE,0.17,40.16116666666667,-85.3788611111111,120.0,D,MUNCIE SPORTS 102.9 FM,Woof Boom Radio Muncie License LLC,USA,Sports,Reds,Colts,Pacers,,Muncie-Marion,"166,200"
92.7,W224DE,WI,JANESVILLE,0.25,42.68322222222222,-89.0201388888889,32.3,D,WCLO 1230 AM AND 92.7 FM,BENJAMIN THOMPSON,USA,News,Brewers,Bears,Bucks,,,
92.9,W225CW,WV,PARKERSBURG,0.25,39.33825,-81.49888888888889,38.0,D,ESPN 630AM 92.9FM,"JAWCO, INC.",USA,Sports,Guardians,Steelers,Cavaliers,,,
92.9,W225DL,NC,CHERRYVILLE,0.25,35.23238888888889,-81.27636111111111,10.0,D,CAROLINE COUNTRY RADIO,"KTC Broadcasting, Inc.",USA,Country,Braves,Panthers,Hornets,,Charlotte-Gastonia-Rock Hill,"2,434,200"
93.1,W226BZ,GA,MACON,0.12,32.75361111111111,-83.56277777777777,229.0,D,MIDDLE GEORGIA`S ESPN,"SHANKS BROADCASTING, LLC",USA,Sports,Braves,Falcons,Hawks,,Macon,"385,400"
93.1,W226CL,IL,STERLING,0.25,41.85169444444445,-89.71066666666667,84.0,D,WSDR AM 1240 - 93.1 FM,VIRDEN BROADCASTING CORP.,USA,News,Cubs,Bears,Bulls,,,
93.5,W228CX,IN,INDIANAPOLIS,0.25,39.76755555555555,-86.00330555555556,280.0,D,93.5/107.5 THE FAN,"Radio One of Indiana, LLC",USA,Sports,,Colts,Pacers,,Indianapolis,"1,634,200"
93.5,W228DQ,MI,ESCANABA,0.25,45.80469444444444,-87.17097222222223,120.0,D,NEWSTALK 93.5 - 600,"AMC PARTNERS ESCANABA, LLC",USA,Talk,,,Pistons,Red Wings,,
93.5,W228DY,NJ,NEW BRUNSWICK,0.25,40.47705555555556,-74.49211111111111,134.0,D,FOX SPORTS NEW JERSEY 93.5/1450,"BEASLEY MEDIA GROUP LICENSES, LLC",USA,Sports,,,Knicks,,Middlesex-Somerset-Union,"1,536,000"
93.5,W228EL,OH,AKRON,0.225,41.06463888888889,-81.58286111111111,163.1,D,SOFT HITS 93.5,"RUBBER CITY RADIO GROUP, INC.",USA,Soft AC,Guardians,Browns,Cavaliers,,Akron,"615,300"
93.5,W228EN,OH,SANDUSKY,0.25,41.33097222222222,-82.59902777777778,111.0,D,WLEC 1450,"BAS BROADCASTING, INC.",USA,Adult Standards,Guardians,,Cavaliers,,,
93.7,W229DC,MA,FALL RIVER,0.25,41.68980555555555,-71.14475,49.0,D,GREATER FALL RIVER`S ETHNIC RADIO STATION,"RVDE, LLC",USA,Ethnic,,,Celtics,,Providence-Warwick-Pawtucket,"1,469,100"
93.9,W230BU,WI,ROTHSCHILD,0.25,44.98302777777778,-89.60288888888888,101.0,D,93.9 THE GAME,"WRIG, INC.",USA,Sports,,,Bucks,,Wausau-Stevens Point,"243,500"
93.9,W230CP,MA,PITTSFIELD,0.001,42.44752777777777,-73.25316666666667,10.0,D,,SUN SIGNALS LLC,USA,Classic Hits,Red Sox,,Celtics,,,
93.9,W230DG,MN,WAITE PARK,0.225,45.559999999999995,-94.13916666666668,140.0,D,ALL SPORTS,"TOWNSQUARE MEDIA LICENSEE OF ST. CLOUD, INC.",USA,Sports,,,Timberwolves,Wild,Saint Cloud,
94.1,W231BU,TN,EAST UNION,0.25,35.64702777777778,-88.83338888888889,134.0,D,SPORTS RADIO 94/1390 [ESPN],"FOREVER SOUTH LICENSES, LLC",USA,Sports,,,Grizzlies,,"Jackson, TN",
94.3,W232DN,NH,CLAREMONT,0.015,43.39588888888889,-72.29397222222222,14.0,D,94 WEEI,"Great Eastern Radio, LLC",USA,Sports,Red Sox,Patriots,Celtics,,Lebanon-Hanover-White River Junction,"162,400"
94.7,W234DD,MA,NORTH ADAMS,0.25,42.698388888888886,-73.06452777777777,52.0,D,NEW COUNTRY 94.7,"Townsquare License, LLC",USA,Country,Red Sox,Patriots,Celtics,Bruins,,
94.7,W234DO,OH,PAINESVILLE,0.05,41.73961111111111,-81.23480555555555,8.0,D,,"RADIO ADVANTAGE ONE, LLC",USA,Gospel Music,,,Cavaliers,,Cleveland,"1,780,800"
95.3,W237EU,MN,ST. CLOUD,0.25,45.559999999999995,-94.13916666666668,140.0,D,INFORMATION RADIO,"TOWNSQUARE MEDIA LICENSEE OF ST. CLOUD, INC.",USA,News,Twins,Vikings,Timberwolves,,Saint Cloud,
95.9,W240CA,TN,BRENTWOOD,0.25,36.268027777777775,-86.79575,244.0,D,SPORTSRADIO 560 WNSR,"SOUTHERN WABASH COMMUNICATIONS OF MIDDLE TENNESSEE, INC.",USA,Sports,Braves,,Grizzlies,,Nashville,"1,563,200"
95.9,W240EB,MA,FALL RIVER,0.25,41.72427777777778,-71.18866666666668,119.0,D,THE LEGENDARY WSAR 1480,"BRISTOL COUNTY BROADCASTING, INC.",USA,Talk,Red Sox,Patriots,Celtics,,Providence-Warwick-Pawtucket,"1,469,100"
96.1,W241CK,IN,JEFFERSONVILLE,0.25,38.26591666666667,-85.71386111111111,113.0,D,1450 & 96.1 THE BIG X,"WORD BROADCASTING NETWORK, INC.",USA,Sports,Braves,Colts,Pacers,,Louisville,"1,063,200"
96.1,W241DF,IL,ROCKFORD,0.25,42.279222222222224,-89.03747222222222,55.0,D,NEWS TALK,"Townsquare License, LLC",USA,News,White Sox,,Bulls,,Rockford,"287,400"
96.3,W242CX,KY,PADUCAH,0.25,37.04888888888889,-88.61444444444444,145.0,D,DXR 102.5,"Bristol Broadcasting Company, Inc.",USA,Classic Hits,,,Grizzlies,,,
96.5,W243ED,WI,RICE LAKE,0.25,45.50861111111111,-91.77416666666666,110.0,D,WJMC 1240/96.5,"AMC Partners Rice Lake, LLC",USA,Talk,Brewers,,Bucks,,,
96.9,W245CL,FL,DELTONA,0.25,28.60627777777778,-81.45663888888889,140.0,D,96.9 THE GAME,iHeartMedia,USA,Sports,,Buccaneers,Magic,,Orlando,"1,983,100"
96.9,W245CU,VA,HOPEWELL,0.25,37.29625,-77.31358333333333,52.0,D,CLASIC COUNTRY FOR SUTHSIDE VIRGINIA,"GEE COMMUNICATIONS, INC.",USA,Country,Orioles,Panthers,Wizards,,,
97.1,W246DT,VT,COLCHESTER,0.09,44.50636111111111,-73.1498888888889,46.0,D,THE GAME 97.1-105.9-960,"Vox AM/FM, LLC",USA,Sports,Red Sox,Patriots,Celtics,Bruins,Burlington-Plattsburgh,"344,900"
98.1,W251CF,NH,DOVER,0.25,43.236472222222226,-70.89311111111111,63.0,D,THE PULSE OF NH,"WBIN MEDIA CO., INC.",USA,News,Red Sox,,Celtics,Bruins,Portsmouth-Dover-Rochester,"452,600"
98.1,W251CT,MA,SPRINGFIELD,0.25,42.10916666666667,-72.61055555555555,85.0,D,NUEVA 98.1,"Audacy License, LLC",USA,Contemporary Hit Radio,,,Celtics,,"Springfield, MA","560,500"
98.3,W252EI,ME,BRUNSWICK,0.015,43.90333333333333,-70.0363888888889,36.6,D,NEWS-TALK WLOB,"ATLANTIC COAST RADIO, LLC",USA,Talk,Red Sox,,Celtics,,"Portland, ME","612,700"
98.5,W253CI,GA,BLACKSHEAR,0.25,31.312416666666667,-82.23316666666666,50.0,D,SPORTS SUPERSTATIONS,"Shanks Broadcasting, LLC",USA,Sports,Braves,Falcons,Hawks,,,
98.7,W254DP,IN,BLOOMINGTON,0.25,39.15311111111111,-86.51694444444445,91.0,D,NEWS-WEATHER-TALK,"SARKES TARZIAN, INC.",USA,Talk,Reds,Colts,Pacers,,,
98.9,W255DJ,PA,YORK,0.25,39.94175,-76.69827777777778,49.0,D,SPORTSRADIO 98.9 AND WOYK 1350,"YORK PROFESSIONAL BASEBALL CLUB, LLC",USA,Sports,Phillies,,76ers,,York,"488,500"
99.3,W257CZ,MI,HOUGHTON,0.25,47.13491666666667,-88.56483333333333,86.0,D,99.3 THE LIFT,Queen Bee's Knees LLC,USA,Hot AC,Tigers,Lions,Pistons,Red Wings,,
99.5,W258DW,WI,SENECA,0.175,43.26305555555555,-90.93727777777778,53.0,D,PRAIRIE`S OWN 980 & FM 104.3,ROBINSON MEDIA CORPORATION,USA,Classic Hits,,,Bucks,,,
99.9,W260DB,NH,NASHUA,0.25,42.75952777777778,-71.47644444444444,58.0,D,OLDIES RADIO WGAM,"ABSOLUTE BROADCASTING, LLC",USA,Oldies,,,Celtics,,,
100.1,W261DJ,VT,RANDOLPH,0.25,43.95327777777778,-72.59908333333333,12.0,D,RANDOLPH'S REAL COUNTRY 1320,"SUGAR RIVER MEDIA, LLC",USA,Country,Red Sox,,Celtics,,Lebanon-Hanover-White River Junction,"162,400"
100.3,W262DC,OH,CELINA,0.25,40.55291666666666,-84.51725,123.3,D,WE DO IT FOR YOU,"Buzzards Media, LLC",USA,Adult Standards,,,Cavaliers,,Lima-Van Wert,"239,700"
100.3,W262DM,OH,ELYRIA,0.025,41.2695,-82.00430555555556,200.0,D,WEOL AM 930 - 100.3 FM,ELYRIA-LORAIN BROADCASTING CO.,USA,News,Guardians,,Cavaliers,,Cleveland,"1,780,800"
100.5,W263BZ,ME,PORTLAND,0.25,43.743972222222226,-70.33311111111111,137.0,D,NEWS-TALK WLOB,"ATLANTIC COAST RADIO, LLC",USA,Talk,Red Sox,,Celtics,,"Portland, ME","612,700"
100.5,W263DA,NJ,TOMS RIVER,0.12,39.95175,-74.20286111111112,61.0,D,FOX SPORTS RADIO JERSEY SHORE,"BEASLEY MEDIA GROUP LICENSES, LLC",USA,Sports,,,Knicks,,Monmouth-Ocean,"1,107,200"
100.7,W264DN,WI,FOND DU LAC,0.25,43.79083333333333,-88.4715,105.0,D,KFIZ NEWS TALK 1450AM,"RBH Enterprises, Inc.",USA,News,Brewers,,Bucks,,,
100.9,W265CY,IN,FORT WAYNE,0.05,41.11088888888889,-85.19552777777778,180.0,D,1380 THE FAN,PATHFINDER COMMUNICATIONS CORPORATION,USA,Sports,White Sox,Colts,Pacers,,Ft. Wayne,"474,300"
100.9,W265DL,OH,DOVER-NEW PHILADELPH,0.25,40.43861111111111,-81.43333333333334,59.0,D,WJER 1450 AM AND 100.9 FM,WTUZ Radio Inc,USA,Adult Contemporary,Guardians,Browns,Cavaliers,,,
101.1,W266CJ,OH,BEACHWOOD,0.25,41.442277777777775,-81.49122222222222,71.0,D,,"iHM Licenses, LLC",USA,Rock,Guardians,,Cavaliers,,Cleveland,"1,780,800"
101.1,W266CS,MI,TRAVERSE CITY,0.25,44.76027777777778,-85.68286111111112,50.0,D,JML THE GRATEFUL DEAD STATION,MITTEN NEWS LLC,USA,Variety,Tigers,,Pistons,,Traverse City-Petoskey-Cadillac,"238,300"
101.1,W266DC,NC,GASTONIA,0.22,35.23233333333334,-81.27672222222222,9.0,D,,"SN RADIO, LLC",USA,Talk,,Commanders,Hornets,,Charlotte-Gastonia-Rock Hill,"2,434,200"
101.3,W267CQ,OH,MARIETTA,0.25,39.41925,-81.47622222222222,50.0,D,WMOA LOCAL RADIO 1490 - 101.3,"JAWCO, INC.",USA,Soft AC,Reds,Bengals,Cavaliers,,,
101.5,W268CU,NC,SHELBY,0.25,35.29125,-81.56730555555555,91.0,D,THE BOSS 101.5AM - 1390AM,"KTC BROADCASTING, INC.",USA,Oldies,Braves,Panthers,Hornets,,Charlotte-Gastonia-Rock Hill,"2,434,200"
101.7,W269DF,NC,WILMINGTON,0.25,34.20988888888889,-77.94777777777779,119.0,D,ESPN WILMINGTON 101.7 AND 630AN,"Sunrise Broadcasting, LLC",USA,Sports,,,Hornets,,,
101.9,W270AJ,WI,GREEN BAY,0.25,44.47777777777778,-87.99983333333333,78.0,D,SPORTS TALK 1440 WNFL,"MIDWEST COMMUNICATIONS, INC",USA,Sports,,,Bucks,,Green Bay,"228,400"
101.9,W270CJ,MI,JACKSON,0.25,42.23697222222222,-84.36438888888888,45.0,D,FOX SPORTS 101.9,"MCKIBBIN MEDIA GROUP, INC.",USA,Sports,Tigers,Lions,Pistons,Red Wings,,
101.9,W270DK,IN,ELKHART,0.25,41.67477777777778,-85.9475,120.0,D,MNC NATION 1340 AM & 101.9 FM,PATHFINDER COMMUNICATIONS CORPORATION,USA,News,Cubs,,Bulls,,,
101.9,W270DS,NH,CONCORD,0.065,42.981861111111115,-71.58877777777778,30.0,D,"WKXL 1450 AM, 103.9 AND 101.9 FM",NEW HAMPSHIRE FAMILY RADIO LLC,USA,News,,,Celtics,,Boston,"4,463,500"
102.3,W272DM,GA,GRIFFIN,0.25,33.24011111111111,-84.24852777777778,91.0,D,"IF IT'S NEWS, IT'S HERE FIRST",DONNA I. TAYLOR,USA,News,Braves,Falcons,Hawks,,Atlanta,"5,102,700"
102.5,W273CH,KY,PADUCAH,0.25,37.048944444444444,-88.61449999999999,180.0,D,DXR 102.5,"BRISTOL BROADCASTING COMPANY, INC.",USA,Classic Hits,,,Grizzlies,,,
102.9,W275AJ,IN,MUNCIE,0.099,40.15611111111111,-85.43,106.0,D,MUNCIE SPORTS 102.9 FM,WOOF BOOM RADIO MUNCIE LICENSE LLC,USA,Sports,Reds,Colts,Pacers,,Muncie-Marion,"166,200"
103.3,W277CH,KY,PADUCAH,0.25,37.14255555555555,-88.65061111111112,149.0,D,103.3 THE BRIDGE,SAMUEL K. STRATEMEYER,USA,Rock,White Sox,,Bulls,Predators,,
103.3,W277CV,WI,MILWAUKEE,0.25,43.09138888888889,-87.90202777777779,247.0,D,620-103.3 WTMJ NEWSRADIO,"AUSLATOR, LLC",USA,News,Brewers,,Bucks,,Milwaukee-Racine,"1,528,900"
103.5,W278AU,WI,APPLETON,0.25,44.26027777777778,-88.36666666666666,119.0,D,APPLETON'S NEWS-TALK 1150,"WOODWARD COMMUNICATIONS, INC.",USA,News,Brewers,,Bucks,,Appleton-Oshkosh,"358,200"
103.5,W278CJ,NH,Manchester,0.25,43.010555555555555,-71.50361111111111,58.0,D,OLDIES RADIO WGAM,"Absolute Broadcasting, LLC",USA,Oldies,,,Celtics,,Boston,"4,463,500"
103.7,W279AR,GA,BRUNSWICK,0.25,31.194444444444446,-81.49175,111.0,D,THE SUPER STATIONS,"Shanks Broadcasting, LLC",USA,Sports,,,Hawks,,,
103.7,W279CY,FL,PENSACOLA,0.25,30.452694444444443,-87.24052777777779,88.0,D,TALK FM 103.7 790 AM,"MIRACLE RADIO, INC.",USA,News,,Saints,Pelicans,,Pensacola,"445,000"
103.9,W280EC,NH,CONCORD,0.038,43.19472222222222,-71.55499999999999,85.3,D,"WKXL 1450 AM, 103.9 AND 101.9 FM","NEW HAMPSHIRE FAMILY RADIO, LLC",USA,News,,,Celtics,,,
103.9,W280FB,MN,DULUTH,0.25,46.78911111111111,-92.1193611111111,85.0,D,NEWSTALK 610 KDAL,"MIDWEST COMMUNICATIONS, INC.",USA,Talk,Twins,,Timberwolves,Wild,Duluth-Superior,"182,100"
104.3,W282BU,WI,PRAIRIE DU CHIEN,0.25,43.05969444444444,-91.10069444444444,76.0,D,PRAIRIE`S OWN 980 & FM 104.3,ROBINSON MEDIA CORPORATION,USA,Classic Hits,,,Bucks,,,
104.5,W283DA,VA,LYNCHBURG,0.05,37.30125,-79.18555555555555,8.0,D,"WBRG 104.5 FM, 105.1 FM AND SUPERTALK 1050","TRI-COUNTY BROADCASTING, INC.",USA,Talk,Nationals,Commanders,Wizards,,Roanoke-Lynchburg,"454,400"
104.5,W283DG,VA,STERLING,0.19,39.01761111111111,-77.42972222222222,52.0,D,FEDERAL NEWS NETWORK,"Washington DC FCC License Sub, LLC",USA,Talk,,,Wizards,,"Washington, DC","5,099,200"
105.1,W286CK,WI,EAU CLAIRE,0.185,44.79997222222222,-91.46572222222224,175.0,D,SPORTS TALK 105.1,"CLEAR WATER BRANDS, INC.",USA,Sports,Brewers,,Bucks,,Eau Claire,"150,000"
105.1,W286CX,VA,LYNCHBURG,0.24,37.42080555555555,-79.11524999999999,63.0,D,"WBRG 104.5 FM, 105.1 FM AND SUPERTALK 1050",BRENT EPPERSON,USA,News,Nationals,Commanders,Wizards,,Roanoke-Lynchburg,"454,400"
105.1,W286DJ,VA,RICHMOND,0.25,37.61430555555555,-77.51527777777778,160.0,D,910 /105.1THE FAN,"Audacy License, LLC",USA,Sports,,Commanders,Wizards,,Richmond,"1,098,200"
105.3,W287BC,IN,PORTLAND,0.25,40.43644444444444,-85.01552777777778,59.0,D,PG 14,"WPGW, INC.",USA,Classic Hits,Reds,Colts,Pacers,,,
105.3,W287BT,MA,FITCHBURG,0.15,42.59452777777778,-71.83616666666666,15.0,D,K-ZONE 105.3 FM,"K-ZONE MEDIA GROUP, LLC",USA,Talk,Red Sox,Patriots,Celtics,Bruins,Boston,"4,463,500"
105.7,W289CP,OH,FOSTORIA,0.25,41.15783333333333,-83.41352777777779,44.0,D,ESPN RADIO 1320 AM 105.7 FM,"TCB HOLDINGS, INC.",USA,Sports,Guardians,Browns,Cavaliers,,,
105.9,W290AT,NY,PLATTSBURGH,0.073,44.709472222222225,-73.46677777777778,42.0,D,THE GAME 97.1-105.9-960,"VOX AM/FM, LLC",USA,Sports,Red Sox,Patriots,Celtics,Bruins,Burlington-Plattsburgh,"344,900"
105.9,W290BD,GA,MONTEZUMA,0.02,32.630250000000004,-83.64527777777778,63.0,D,MIDDLE GEORGIA'S NEW R&B STATION,"SHANKS BROADCASTING, LLC",USA,R&B,Braves,,Hawks,,Macon,"385,400"
106.3,W292DR,WI,WRIGHTSTOWN,0.25,44.35888888888889,-87.98527777777778,85.0,D,APPLETON'S NEWS-TALK 1150,"WOODWARD COMMUNICATIONS, INC.",USA,News,Brewers,,Bucks,,Green Bay,"228,400"
106.3,W292FA,WI,OSHKOSH,0.25,44.140027777777775,-88.54733333333333,64.0,D,APPLETON'S NEWS-TALK 1150,"WOODWARD COMMUNICATIONS, INC",USA,News,Brewers,,Bucks,,Appleton-Oshkosh,"358,200"
106.5,W293AM,WV,MARTINSBURG,0.102,39.45119444444445,-78.06763888888888,19.0,D,TALK RADIO WRNR AM740 - FM106.5,"SHENANDOAH COMMUNICATIONS, INC.",USA,News,Nationals,Steelers,Wizards,,,
106.7,W294CK,OH,MANSFIELD,0.25,40.76394444444445,-82.61766666666666,111.0,D,ESPN RADIO 106.7,GSM MEDIA CORPORATION,USA,Sports,,Browns,Cavaliers,,,
106.9,W295DE,OH,CLEVELAND,0.146,41.37916666666667,-81.71975,188.0,D,NEWSRADIO WTAM 1100,iHeartMedia,USA,News,Guardians,,Cavaliers,,Cleveland,"1,780,800"
107.5,W298BB,IN,INDIANAPOLIS,0.233,39.89447222222222,-86.20583333333333,264.0,D,93.5/107.5 THE FAN,"Radio One of Indiana, LLC",USA,Sports,,Colts,Pacers,,Indianapolis,"1,634,200"
107.5,W298BX,NC,WINTERVILLE,0.25,35.537749999999996,-77.41811111111112,91.0,D,ESPN,CTC MEDIA GROUP,USA,Sports,,,Hornets,Hurricanes,Greenville-New Bern-Jacksonville,"601,000"
107.5,W298DG,NC,BRIDGETON,0.15,35.13922222222222,-77.07761111111111,167.7,D,FOX SPORTS 107.5 FM/1490 AM,CTC MEDIA GROUP,USA,Sports,Nationals,,Hornets,Hurricanes,Greenville-New Bern-Jacksonville,"601,000"
107.7,W299BN,IL,PRINCETON,0.25,41.36330555555555,-89.39355555555557,89.0,D,NEWS TALK 1450,VIRDEN BROADCASTING CORP.,USA,News,Cubs,Bears,Bulls,,,
107.9,W300DO,TN,SMYRNA,0.25,36.04972222222222,-86.83305555555555,75.0,D,SPORTSRADIO 560 WNSR,"SOUTHERN WABASH COMMUNICATIONS OF MIDDLE TENNESSEE, INC.",USA,Sports,Braves,,Grizzlies,,Nashville,"1,563,200"
107.9,W300EE,WI,MANITOWOC,0.22,44.125277777777775,-87.62813888888888,120.0,D,THE LAKESHORE'S GOOD NEIGHBOR,SEEHAFER BROADCASTING CORP,USA,Adult Contemporary,Brewers,Packers,Bucks,,,
103.3,WAXL,IN,SANTA CLAUS,3.0,38.20863888888889,-86.89997222222223,129.0,A,103.3 THE FIX,"DUBOIS COUNTY BROADCASTING, INC.",USA,Hot AC,,Colts,Pacers,,,
96.5,WBFG,TN,PARKER'S CROSSROADS,6.0,35.757888888888886,-88.51025,65.0,A,"""TALK-N WEST TENNESSEE""""""",News Talk West Tennessee LLC,USA,Talk,,,Grizzlies,,,
