frequency,callsign,state,city,erp,lat,lon,hagl,class,slogan,owner,country,new_format,mlb,nfl,nba,nhl,market,population
105.3,W287CZ,OH,JACKSON,0.25,39.02925,-82.59738888888889,68.0,D,FOX SPORTS 1330 AND 105.3 FM,"Total Media Group, Inc.",USA,Sports,Reds,,,,,
105.3,W287DC,PA,TITUSVILLE,0.25,41.61672222222222,-79.69200000000001,80.0,D,WUZZ RADIO,"Southern Belle Media Family, LLC",USA,Classic Hits,Pirates,Steelers,,Penguins,,
105.5,W288CV,GA,COLUMBUS,0.25,32.45791666666667,-84.88547222222223,215.0,D,CLASSIC ROCK 105.5,"PMB BROADCASTING, LLC",USA,Classic Rock,Braves,,,,"Columbus, GA","222,200"
105.5,W288DN,IN,MARION,0.21,40.59697222222223,-85.65547222222223,61.0,D,WBAT MARION`S GREATEST HITS,"Hoosier AM/FM, LLC",USA,Classic Hits,Cubs,,,,Muncie-Marion,"166,200"
105.5,W288DZ,FL,TITUSVILLE,0.25,28.27861111111111,-80.70058333333334,131.0,D,,Marc Radio Orlando LLC,USA,Sports,Marlins,Buccaneers,,,Melbourne-Titusville-Cocoa,"544,500"
105.7,W289BR,MD,CUMBERLAND,0.1,39.58119444444445,-78.89944444444446,37.0,D,WTBO 97.9-1450 OLDIES,Forever Media,USA,Oldies,Orioles,,,Penguins,,
105.7,W289CP,OH,FOSTORIA,0.25,41.15783333333333,-83.41352777777779,44.0,D,ESPN RADIO 1320 AM 105.7 FM,"TCB HOLDINGS, INC.",USA,Sports,Guardians,Browns,Cavaliers,,,
105.9,W290AT,NY,PLATTSBURGH,0.073,44.709472222222225,-73.46677777777778,42.0,D,THE GAME 97.1-105.9-960,"VOX AM/FM, LLC",USA,Sports,Red Sox,Patriots,Celtics,Bruins,Burlington-Plattsburgh,"344,900"
105.9,W290BD,GA,MONTEZUMA,0.02,32.630250000000004,-83.64527777777778,63.0,D,MIDDLE GEORGIA'S NEW R&B STATION,"SHANKS BROADCASTING, LLC",USA,R&B,Braves,,Hawks,,Macon,"385,400"
105.9,W290DP,PA,POTTSVILLE,0.25,40.69869444444444,-76.19436111111112,52.0,D,YOUR NEWS AND SPORTS LEADER,"POTTSVILLE BROADCASTING COMPANY, INC.",USA,Adult Contemporary,Phillies,Eagles,,,,
106.1,W291CF,GA,BRIDGEPORT,0.2,34.9475,-85.65833333333335,31.0,D,VALLEY'S MUSIC STATION,,USA,Classic Hits,Braves,Titans,,,,
106.1,W291CL,VA,RICHMOND,0.25,37.614583333333336,-77.51527777777778,166.0,D,ESPN RICHMOND,"RADIO BY GRACE, INC.",USA,Sports,Braves,,,,Richmond,"1,098,200"
106.1,W291CU,KY,ELIZABETHTOWN,0.25,37.74422222222222,-85.81358333333333,65.0,D,ESPN 106.1,"WASHINGTON COUNTY CBC, INC.",USA,Sports,Reds,,,,,
106.3,W292DR,WI,WRIGHTSTOWN,0.25,44.35888888888889,-87.98527777777778,85.0,D,APPLETON'S NEWS-TALK 1150,"WOODWARD COMMUNICATIONS, INC.",USA,News,Brewers,,Bucks,,Green Bay,"228,400"
106.3,W292EG,WI,EAU CLAIRE,0.13,44.8,-91.46583333333334,247.0,D,NEWSTALK 880 - 106.3,iHeartMedia,USA,Talk,Twins,Vikings,,,Eau Claire,"150,000"
106.3,W292EW,GA,CARROLLTON,0.19,33.56511111111111,-85.01716666666667,68.0,D,NEWSTALK 1330 AM,"WYAI, INC.",USA,News,Braves,,,,Atlanta,"5,102,700"
106.3,W292FA,WI,OSHKOSH,0.25,44.140027777777775,-88.54733333333333,64.0,D,APPLETON'S NEWS-TALK 1150,"WOODWARD COMMUNICATIONS, INC",USA,News,Brewers,,Bucks,,Appleton-Oshkosh,"358,200"
106.3,W292FR,MD,FREDERICK,0.1,39.49480555555556,-77.49997222222223,30.0,D,HAGERSTOWN TALK RADIO,"MANNING BROADCASTING, INC.",USA,Talk,Orioles,Ravens,,,Frederick,"236,700"
106.5,W293AM,WV,MARTINSBURG,0.102,39.45119444444445,-78.06763888888888,19.0,D,TALK RADIO WRNR AM740 - FM106.5,"SHENANDOAH COMMUNICATIONS, INC.",USA,News,Nationals,Steelers,Wizards,,,
106.5,W293BH,VT,SPRINGFIELD,0.25,43.31527777777777,-72.46275,32.6,D,REWIND 106.5,"Sugar River Media, LLC",USA,Adult Contemporary,Red Sox,,,Bruins,Lebanon-Hanover-White River Junction,"162,400"
106.5,W293DJ,IL,NORMAL,0.25,40.47552777777778,-89.03416666666666,99.0,D,THE BIG 1520,Hart Media Group LLC,USA,News,White Sox,,,,Bloomington,"150,000"
106.7,W294CO,KY,CAMPBELLSVILLE,0.25,37.33533333333334,-85.37580555555554,61.0,D,THE ROCK 1450 AM/106.7 FM,TRI-COUNTY RADIO BROADCASTING CORP.,USA,Classic Rock,Reds,,,,,
106.7,W294CV,TN,TULLAHOMA,0.25,35.36408333333333,-86.20305555555557,27.0,D,THUNDER 107.9 & 1320,"COFFEE COUNTY BROADCASTING, INC.",USA,Talk,Braves,Titans,,Predators,,
106.9,W295BP,MI,HASLETT,0.12,42.748472222222226,-84.44780555555556,40.0,D,AIR1,EDUCATIONAL MEDIA FOUNDATION,USA,Contemporary Christian,Tigers,Lions,,,Lansing-East Lansing,"423,000"
106.9,W295BQ,IL,LITCHFIELD,0.25,39.25588888888889,-89.61341666666667,99.0,D,CLASSIC COUNTRY 1540,TALLEY BROADCASTING CORPORATION,USA,Country,Cardinals,,,,,
106.9,W295BT,IN,CONNERSVILLE,0.25,39.63755555555556,-85.14580555555557,60.0,D,WHERE JESUS COMES FIRST,"Duncan Media, Inc.",USA,Contemporary Christian,Reds,,,,,
106.9,W295CC,KY,LONDON,0.25,37.14175,-84.0791111111111,91.0,D,THE WOLF 106.9 FM/1400 AM,"F.T.G. BROADCASTING, INC.",USA,Country,Reds,,,,,
106.9,W295CI,OH,URBANA,0.25,40.10366666666667,-83.71575,63.0,D,THE BULL 1390 AM AND 106.9 FM,"V-TECK COMMUNICATIONS, INC.",USA,Country,Guardians,,,,,
106.9,W295CL,MI,KALAMAZOO,0.2,42.29669444444444,-85.6413888888889,59.0,D,WKZO 590 AM-106.9 FM,"MIDWEST COMMUNICATIONS, INC.",USA,News,Tigers,Lions,,,Kalamazoo,"232,300"
106.9,W295DE,OH,CLEVELAND,0.146,41.37916666666667,-81.71975,188.0,D,NEWSRADIO WTAM 1100,iHeartMedia,USA,News,Guardians,,Cavaliers,,Cleveland,"1,780,800"
107.1,W296BV,IL,NEWTON,0.25,38.90252777777778,-88.1511388888889,10.0,D,INFINITY SPORTS NETWORK,"V.L.N. BROADCASTING, INC.",USA,Sports,Cardinals,,,Blues,,
107.1,W296CP,NY,ITHACA,0.25,42.44172222222222,-76.5775,41.0,D,ESPN ITHACA,"VIZELLA MEDIA, LLC",USA,Sports,Yankees,,,,,
107.1,W296CX,GA,WINDER,0.25,34.12555555555556,-83.85888888888888,430.3,D,THE VOICE OF BARROW COUNTY AND THE 316 CORRIDOR,BARROW RADIO BROADCASTING LLC,USA,Classic Hits,Braves,,,,,
107.1,W296DH,NY,WATKINS GLEN,0.25,42.30922222222222,-76.82216666666666,49.0,D,ESPN ITHACA,"VIZELLA MEDIA, LLC",USA,Sports,Yankees,,,,,
107.1,W296DL,WI,MEDFORD,0.25,45.164138888888886,-90.34097222222222,73.0,D,KICKIN' COUNTRY 1490 AM & 107.1 FM,"WIGM, INC.",USA,Country,Brewers,,,,,
107.3,W297BS,NH,LACONIA,0.25,43.55258333333333,-71.57869444444444,49.0,D,THE PULSE OF NH,"WBIN MEDIA CO., INC.",USA,News,Red Sox,,,,Concord,"252,500"
107.3,W297CL,PA,LEVITTOWN,0.15,40.16897222222222,-74.83513888888888,43.0,D,,B & L Media Ventures LLC,USA,Adult Standards,Phillies,Eagles,,,Philadelphia,"4,756,000"
107.3,W297CO,PA,CARLISLE,0.25,40.28980555555555,-77.13580555555556,65.0,D,COUNTRY GOLD FM,"WIOO, INC.",USA,Country,Orioles,,,,Harrisburg-Lebanon-Carlisle,"638,300"
107.5,W298AV,FL,NOKOMIS,0.25,27.076305555555557,-82.32344444444445,151.4,D,NEWSTALK 1530 AM/98.1 FM/107.5 FM,"FIORINI BROADCASTING, LLC",USA,Talk,Rays,,,,Sarasota-Bradenton,"779,800"
107.5,W298CD,IL,SHELBYVILLE,0.25,39.401694444444445,-88.80172222222222,44.0,D,NEWS TALK WTIM,Hart Media Group LLC,USA,News,Cardinals,,,,,
107.5,W298CK,NC,LINCOLNTON,0.25,35.49347222222222,-81.26563888888889,55.0,D,THE BOSS 101.5AM - 107.5FM,"Sports Talk Guys, LLC",USA,Oldies,Braves,Panthers,,,Charlotte-Gastonia-Rock Hill,"2,434,200"
107.5,W298CM,PA,BRADFORD,0.25,41.96505555555556,-78.61669444444443,100.0,D,NEWSRADIO 1490,"RADIO STATION WESB, INC.",USA,Adult Contemporary,Pirates,,,,Olean,"159,200"
107.5,W298CW,PA,BUTLER,0.25,40.8745,-79.90283333333333,86.0,D,WISR 680 AM/107.5 FM,"St. Barnabas Broadcasting, Inc.",USA,Talk,Pirates,Steelers,,Penguins,Pittsburgh,"1,998,700"
107.5,W298DG,NC,BRIDGETON,0.15,35.13922222222222,-77.07761111111111,167.7,D,FOX SPORTS 107.5 FM/1490 AM,CTC MEDIA GROUP,USA,Sports,Nationals,,Hornets,Hurricanes,Greenville-New Bern-Jacksonville,"601,000"
107.5,W298DH,PA,LATROBE,0.25,40.3885,-79.46355555555556,90.0,D,WESTMORELAND GOLD,Disruptor Radio LLC,USA,Oldies,Pirates,,,,Pittsburgh,"1,998,700"
107.7,W299AT,GA,CORNELIA,0.25,34.50205555555556,-83.51211111111111,21.0,D,107.7 THE BREEZE,HABERSHAM BROADCASTING COMPANY,USA,Adult Standards,Braves,,,,,
107.7,W299BE,MI,BIG RAPIDS,0.25,43.663916666666665,-85.482,93.0,D,NEWSRADIO 1460-107.7 WBRN,"MENTOR PARTNERS, INC.",USA,Talk,Tigers,Lions,,Red Wings,,
107.7,W299BN,IL,PRINCETON,0.25,41.36330555555555,-89.39355555555557,89.0,D,NEWS TALK 1450,VIRDEN BROADCASTING CORP.,USA,News,Cubs,Bears,Bulls,,,
107.7,W299CN,KY,MADISONVILLE,0.185,37.35866666666667,-87.49583333333334,89.0,D,CLASSIC HIT COUNTRY 730AM 94.9FM,"Ham Broadcasting Company, Inc.",USA,Country,Cardinals,,,,,
107.9,W300BL,TN,MANCHESTER,0.25,35.467555555555556,-86.09497222222221,50.0,D,THUNDER 107.9 & 1320,"COFFEE COUNTY BROADCASTING, INC.",USA,Talk,Braves,Titans,,Predators,,
107.9,W300CC,TN,ELIZABETHTON,0.25,36.33511111111111,-82.21513888888889,88.0,D,107.9 THE BRIDGE,,USA,Southern Gospel,Rangers,,,,Johnson City-Kingsport-Bristol,"479,300"
107.9,W300DO,TN,SMYRNA,0.25,36.04972222222222,-86.83305555555555,75.0,D,SPORTSRADIO 560 WNSR,"SOUTHERN WABASH COMMUNICATIONS OF MIDDLE TENNESSEE, INC.",USA,Sports,Braves,,Grizzlies,,Nashville,"1,563,200"
107.9,W300ED,KY,HENDERSON,0.25,37.85311111111111,-87.53666666666666,90.0,D,WSON 860AM - 96.5 FM,"HENSON MEDIA OF HENDERSON COUNTY, LLC",USA,Classic Hits,Reds,Titans,,,Evansville,"272,600"
107.9,W300EE,WI,MANITOWOC,0.22,44.125277777777775,-87.62813888888888,120.0,D,THE LAKESHORE'S GOOD NEIGHBOR,SEEHAFER BROADCASTING CORP,USA,Adult Contemporary,Brewers,Packers,Bucks,,,
107.9,W300EH,IL,PANA,0.25,39.371944444444445,-89.08083333333333,81.0,D,NEWS TALK WTIM,Hart Media Group LLC,USA,News,Cardinals,,,,,
100.9,WAAI,MD,HURLOCK,1.3,38.62455555555555,-75.88855555555556,146.0,A,WAAI CLASSIC COUNTRY,"WBOC, INC.",USA,Country,Orioles,,,,,
104.7,WAAZ-FM,FL,CRESTVIEW,100.0,30.767138888888887,-86.58522222222221,126.0,C1,THE GOOD COUNTRY,"CRESTVIEW BROADCASTING COMPANY, INC.",USA,Country,Braves,,,,Ft. Walton Beach-Destin,"248,400"
106.1,WACD,WI,ANTIGO,10.0,45.10636111111111,-89.15261111111111,73.0,C3,COUNTRY 106,RESULTS BROADCASTING INC.,USA,Country,Brewers,,,,,
103.1,WAKO-FM,IL,LAWRENCEVILLE,6.0,38.723083333333335,-87.65361111111112,91.0,A,LITE,"3 Towers Broadcasting Company, LLC",USA,Soft AC,Cubs,,,,,
95.3,WALZ-FM,ME,MACHIAS,3.0,44.734861111111115,-67.50383333333333,40.0,A,CLASSIC HITS 92.7 FM & 95.3 FM,"WILLIAM MCVICAR & ROGER HOLST, GEN. PARTNERSHIP",USA,Classic Hits,Red Sox,,,,,
101.9,WARU-FM,IN,ROANN,3.6,40.808388888888885,-85.93527777777778,116.0,A,101-9 ROCKS,"DREAM WEAVER MARKETING, LLC",USA,Classic Rock,Cubs,,,,,
98.7,WASK-FM,IN,BATTLE GROUND,4.4,40.39058333333333,-86.86472222222221,116.0,A,,"Saga Communications of Indiana, LLC",USA,Classic Hits,Cubs,,,,,
104.9,WAXI,IN,ROCKVILLE,1.7,39.727250000000005,-87.29891666666667,119.0,A,GIANT FM COUNTRY,"3 Towers Broadcasting Company, LLC",USA,Country,Cubs,,,,,
97.5,WBBA-FM,IL,PITTSFIELD,10.0,39.60666666666667,-90.83666666666666,54.0,B1,WBBA 97.5 FM,"GBI COMMUNICATIONS, LLC",USA,News,Cardinals,,,Blues,,
100.9,WBNO-FM,OH,BRYAN,6.0,41.47811111111111,-84.57827777777777,88.0,A,B  ROCK 100.9,"IMPACT RADIO, LLC",USA,Classic Rock,Guardians,,,,,
93.5,WBNV,OH,BARNESVILLE,2.5,39.902833333333334,-81.21008333333333,87.0,A,YOUR AT WORK STATION 93 BNV,"AVC COMMUNICATIONS, INC.",USA,Adult Contemporary,Guardians,,,,Wheeling,"120,000"
92.1,WBTR-FM,GA,CARROLLTON,1.65,33.56511111111111,-85.01716666666667,88.0,A,B 92 COUNTRY,"WYAI, INC.",USA,Country,Braves,,,,Atlanta,"5,102,700"
96.7,WBVI,OH,FOSTORIA,3.0,41.10005555555556,-83.47547222222222,77.0,A,CLASSIC HITS 96.7,"TCB HOLDINGS, INC.,  C/O ROPPE CORPORATION",USA,Classic Hits,Reds,Bengals,,,,
105.5,WBYA,ME,ISLESBORO,25.0,44.31619444444444,-68.96947222222222,84.0,B1,105.5 THE WAVE,"WBIN MEDIA CO., INC.",USA,Adult Contemporary,Red Sox,,Celtics,,Bangor,"171,400"
99.1,WCBL-FM,KY,GRAND RIVERS,16.0,37.11311111111111,-88.35947222222222,91.0,C3,OLDIES 99.1 WCBL,"FREELAND BROADCASTING CO., INC.",USA,Oldies,Cardinals,,,,,
98.3,WCEH-FM,GA,PINEHURST,3.1,32.16766666666666,-83.63072222222222,134.0,A,MIDDLE GEORGIA'S ESPN,"SHANKS BROADCASTING, LLC",USA,Sports,Braves,,,,,
107.5,WCHV-FM,VA,CHARLOTTESVILLE,0.21,37.984861111111115,-78.48,79.0,A,CVILLE 107.5,MONTICELLO MEDIA LLC,USA,News,Nationals,,Wizards,,,
97.7,WCHY,MI,CHEBOYGAN,3.4,45.650277777777774,-84.34363888888889,128.0,C3,TALK AND SUPER HITS!,MICHIGAN BROADCASTERS LLC,USA,Talk,Tigers,,,,Traverse City-Petoskey-Cadillac,"238,300"
104.1,WCLE-FM,TN,CALHOUN,2.2,35.26647222222222,-84.83966666666666,103.6,A,MY MIX 104.1,"HARTLINE, LLC",USA,Adult Contemporary,Braves,Titans,,,Chattanooga,"621,200"
100.9,WCMP-FM,MN,PINE CITY,25.0,45.90272222222222,-92.95936111111112,82.0,C3,COOL COUNTRY 100.9 FM,"Q MEDIA PROPERTIES, LLC",USA,Country,Twins,Vikings,,,,
99.3,WCON-FM,GA,CORNELIA,100.0,34.52375,-83.67955555555557,235.0,C1,MY COUNTRY 99.3,HABERSHAM BROADCASTING COMPANY,USA,Country,Braves,,,,,
98.3,WCQM,WI,PARK FALLS,100.0,45.88216666666667,-90.43766666666669,131.0,C1,98 Q COUNTRY,"Civic Media, Inc.",USA,Country,Brewers,Packers,,,,
103.7,WCSY-FM,MI,SOUTH HAVEN,3.0,42.30058333333333,-86.2508611111111,85.0,A,COSY,WSJM INC,USA,Classic Hits,Tigers,,,,,
107.5,WDBQ-FM,IL,GALENA,6.0,42.40055555555555,-90.39875,72.0,A,Q 107.5,"Townsquare License, LLC",USA,Classic Hits,Cubs,,,,,
97.5,WDDH,PA,ST. MARYS,19.5,41.61783333333334,-78.80363888888888,174.0,B,THE HOUND 97.5,"LAUREL MEDIA, INC.",USA,Country,Pirates,,,,,
103.9,WDDK,GA,GREENSBORO,5.3,33.47486111111111,-83.246,88.0,A,DOCK 103.9,WYCHE SERVICES CORPORATION,USA,Classic Hits,Braves,,,,,
101.7,WDEL-FM,NJ,CANTON,3.3,39.431555555555555,-75.33666666666666,76.0,A,WDEL 101.7 FM,Forever Media,USA,News,Phillies,Eagles,,,,
96.1,WDEV-FM,VT,WARREN,0.4,44.127,-72.92816666666667,8.0,C3,WDEV AM 550 & FM 96.1,WDEV LLC,USA,News,Red Sox,Patriots,,,Burlington-Plattsburgh,"344,900"
93.9,WDOR-FM,WI,STURGEON BAY,77.0,44.90638888888888,-87.37094444444443,140.0,C1,THE HEART OF DOOR PENINSULA,"DOOR COUNTY BROADCASTING CO., INC.",USA,Adult Contemporary,Brewers,,,,,
92.7,WDUX-FM,WI,WAUPACA,6.0,44.35427777777778,-89.05863888888888,75.0,A,LAKES 92.7,"TOWER ROAD MEDIA, INC.",USA,Classic Hits,Brewers,Packers,,,,
107.1,WEAI,IL,LYNNVILLE,6.0,39.621138888888886,-90.25788888888889,89.0,A,107.1 THE EAGLE,"JACKSONVILLE AREA RADIO BROADCASTERS,INC.",USA,Classic Rock,Cardinals,,,,,
102.3,WEBQ-FM,IL,ELDORADO,6.0,37.71755555555555,-88.54366666666667,116.0,A,102.3 LITE FM,"WEBQ, LLC",USA,Adult Contemporary,Cardinals,,,,,
93.7,WEEI-FM,MA,LAWRENCE,34.0,42.53147222222222,-70.98616666666666,145.0,B,WEEI SPORTS RADIO NETWORK,"Audacy License, LLC",USA,Sports,Red Sox,,,,Boston,"4,463,500"
93.5,WEEY,NH,SWANZEY,2.0,42.91591666666667,-72.33063888888888,22.0,A,WEEI SPORS RADIO NETWORK,"Great Eastern Radio, LLC",USA,Sports,Red Sox,,Celtics,Bruins,,
95.9,WEFM,IN,MICHIGAN CITY,3.0,41.71613888888889,-86.86308333333332,91.0,A,WE-FM,"MICHIGAN CITY FM BROADCASTERS, INC.",USA,Adult Contemporary,White Sox,Colts,,,,
107.3,WEGH,PA,NORTHUMBERLAND,0.9,40.78619444444444,-76.69661111111111,90.0,A,THE CLASSIC HITS STATION,SUNBURY BROADCASTING CORPORATION,USA,Classic Hits,Phillies,Eagles,,,Sunbury-Selinsgrove-Lewisburg,"170,900"
96.3,WEII,MA,DENNIS,25.0,41.729,-70.16669444444445,74.7,B1,,iHeartMedia,USA,Sports,Red Sox,,Celtics,,Cape Cod,"213,500"
106.3,WEVR-FM,WI,RIVER FALLS,6.0,44.88858333333333,-92.65075,94.0,A,"YOUR HOMETOWN STATION, VOICE OF THE FRIENDLY VALLEY","HANTEN BROADCASTING COMPANY, INC.",USA,Soft AC,Brewers,Packers,,,Minneapolis-Saint Paul,
92.9,WEZQ,ME,BANGOR,20.0,44.75977777777778,-68.56475,36.0,B,92.9 THE TICKET,"Townsquare License, LLC",USA,Sports,Red Sox,,Celtics,Bruins,Bangor,"171,400"
101.9,WFAN-FM,NY,NEW YORK,6.0,40.748444444444445,-73.98569444444445,413.0,B,THE FAN,"Audacy License, LLC",USA,Sports,Yankees,NYGiants,,,New York,"16,662,000"
96.7,WFML,IN,VINCENNES,2.15,38.65172222222222,-87.47697222222223,106.7,A,96.7 THE ROCK,"THE VINCENNES UNIVERSITY FOUNDATION, INC.",USA,Rock,White Sox,,,,,
105.1,WGEM-FM,IL,QUINCY,26.5,39.97277777777778,-91.33194444444445,172.0,B,SPORTSRADIO 105.1,"Gray Television Licensee, LLC",USA,Sports,Cardinals,,,,,
105.9,WGKC,IL,MAHOMET,2.5,40.22419444444444,-88.29894444444444,144.0,A,US 105.9,"S.J. BROADCASTING, LLC",USA,Country,Cubs,,,,,
95.9,WGKY,KY,WICKLIFFE,4.9,36.938111111111105,-88.967,87.0,A,FOX SPORTS 95.9,"WITHERS BROADCASTING COMPANY OF PADUCAH, LLC",USA,Sports,Cardinals,,,,,
92.7,WGMD,DE,REHOBOTH BEACH,2.6,38.70411111111111,-75.19980555555556,128.0,A,THE TALK OF DELMARVA,Datatech Digital LLC,USA,Talk,Orioles,Ravens,,,Salisbury-Ocean City,"383,200"
